record_id,company_name,source_url,source_text_path,mhlw_source_url,mhlw_text_path,association_text_path,verification_status
company-26b23460,株式会社 サクライサービス,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300483%2C1+++++,data/raw/mhlw/detail-0048-01_ユ_300483.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300483%2C1+++++,data/raw/mhlw/detail-0048-01_ユ_300483.html,,mhlw_verified
company-02bd96ba,株式会社 ドリームサポート,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300502%2C1+++++,data/raw/mhlw/detail-0049-01_ユ_300502.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300502%2C1+++++,data/raw/mhlw/detail-0049-01_ユ_300502.html,,mhlw_verified
company-5d765acd,有限会社 コミュニティ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300520%2C1+++++,data/raw/mhlw/detail-0050-01_ユ_300520.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300520%2C1+++++,data/raw/mhlw/detail-0050-01_ユ_300520.html,,mhlw_verified
company-3620cec6,株式会社 １３１,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300530%2C1+++++,data/raw/mhlw/detail-0051-01_ユ_300530.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300530%2C1+++++,data/raw/mhlw/detail-0051-01_ユ_300530.html,,mhlw_verified
company-5a4c7851,エイトカラーファームズ 株式会社,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300532%2C1+++++,data/raw/mhlw/detail-0052-01_ユ_300532.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300532%2C1+++++,data/raw/mhlw/detail-0052-01_ユ_300532.html,,mhlw_verified
company-9cd356d0,おかげさまカンパニー 株式会社,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300533%2C1+++++,data/raw/mhlw/detail-0053-01_ユ_300533.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300533%2C1+++++,data/raw/mhlw/detail-0053-01_ユ_300533.html,,mhlw_verified
company-c86446a0,千歳相互観光バス 株式会社,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300543%2C1+++++,data/raw/mhlw/detail-0054-01_ユ_300543.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300543%2C1+++++,data/raw/mhlw/detail-0054-01_ユ_300543.html,,mhlw_verified
company-2dc50941,特定非営利活動法人 北海道ＮＰＯサポートセンター,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300547%2C1+++++,data/raw/mhlw/detail-0055-01_ユ_300547.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300547%2C1+++++,data/raw/mhlw/detail-0055-01_ユ_300547.html,,mhlw_verified
company-4a4935ac,株式会社ＭＩＫ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300554%2C1+++++,data/raw/mhlw/detail-0056-01_ユ_300554.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300554%2C1+++++,data/raw/mhlw/detail-0056-01_ユ_300554.html,,mhlw_verified
company-fda78e37,株式会社 ガロード,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300555%2C1+++++,data/raw/mhlw/detail-0057-01_ユ_300555.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300555%2C1+++++,data/raw/mhlw/detail-0057-01_ユ_300555.html,,mhlw_verified
company-57e0da4d,株式会社 ドリーム,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300564%2C1+++++,data/raw/mhlw/detail-0058-01_ユ_300564.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300564%2C1+++++,data/raw/mhlw/detail-0058-01_ユ_300564.html,,mhlw_verified
company-f98f87c1,北日本産業 株式会社,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300569%2C1+++++,data/raw/mhlw/detail-0059-01_ユ_300569.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300569%2C1+++++,data/raw/mhlw/detail-0059-01_ユ_300569.html,,mhlw_verified
